trade_id,pv,equity_delta,equity_vega
1,405.1780918369429,9.041114047537228,209.78872697559444
2,238.90261176584102,-10.0,6.135130821777121e-243
3,-201.61039366780003,-10.0,-1.1782674629468972e-20
4,191.082970881762,-2.700944736205609,686.8064525285359
5,1.1839809884258323e-05,6.96906909606604e-06,0.0019377027559316384
6,-461.7394023851731,9.74736620969804,-44.20269858883104
7,249.65603604536847,6.124316053736197,635.5528612479686
8,1.703877769534694,-0.005832372511365798,4.131607168227731
9,-1195.8781747557537,-9.998929440698669,-0.7419202752861345
10,0.41552781272432615,-0.042152421217350744,16.217743856311632
11,647.5986208850147,9.77328825911109,88.98346090994946
12,-190.91580223779576,1.5307290085747483,-732.8786916791261
13,952.6419075574543,10.0,5.434118230473002e-67
14,105.51029545166219,-9.999432871115246,0.04949772389389103
15,-443.2367492446924,-9.687207972429894,-65.93256964925577
16,1440.6912180405861,-8.254409245617353,122.60873090875538
17,1.155219026162722e-07,1.2149528220689932e-07,3.140040607124591e-05
18,-1.242816217664241,0.04413956835525923,-21.94027399235136
19,23.561793074150987,1.6582504091208023,200.39910637082417
20,49.36478577299093,-0.660599038750469,335.05307671067067
21,-610.655293415236,-9.998305093160612,-0.40646379792586995
22,347.67213125537324,-2.081994219988108,946.6964459541913
23,495.7519375799699,9.754116329620574,51.217937233350874
24,-590.5358402879168,1.6313671552377533,-412.51700862074216
25,104.66129173264821,5.003339043027011,525.8196059590657
26,392.87136754920317,-9.999955535633342,0.010455993851154609
27,-97.99985520055881,-5.224832852875554,-234.3187337259169
28,39.91001405545038,-7.711980977811637,106.50728941094076
29,773.8488536557848,9.031557959882136,525.7237730947065
30,-161.74004221225775,5.727904058645054,-244.0311901847808
31,855.9043688028462,9.93545397054877,51.618104585933075
32,130.3743140107567,-0.8900302069415713,151.96245914585558
33,-22.29750683226479,-5.415906303450367,-177.00408453054337
34,641.181016313638,-9.999999965940079,1.156946808840661e-05
35,757.6623681375412,9.020585297169974,352.15060084769624
36,-829.5830800337594,10.0,-1.9616407432022193e-18
37,59.54328167239446,3.1565084105780676,511.39723466231
38,24.84101182350866,-2.6653434160317433,220.3861907748896
39,-4.69949929925392,-1.5055958191344199,-143.94339905515733
40,908.3364156487621,-6.990720057981887,121.70971915818572
41,9.25349091029869,1.3061913455192464,84.02366677343657
42,-147.45299368506963,3.6061129793421918,-669.4749283092206
43,25.186085041307376,2.3684213023203275,193.30525093907954
44,206.05743032343514,-2.5145771458455246,498.8886334275213
45,-125.5799791350099,-4.293505868324056,-649.2268954030948
46,106.52689878278963,-6.406968334090395,425.6833264353612
47,0.6884550142853174,0.1299233608852497,15.702231730953836
48,-241.91932654416374,0.9346117044145063,-278.9775543925634
